"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Canada","2016","Rural","Female","Turks","Census - de jure - complete tabulation","Final figure, complete","2017","0","2,3"
"Canada","2016","Rural","Female","Kosovar","Census - de jure - complete tabulation","Final figure, complete","2017","25","2,3"
"Canada","2016","Rural","Female","Asiatic","Census - de jure - complete tabulation","Final figure, complete","2017","68740","2,3"
"Canada","2016","Rural","Female","British and Canadian","Census - de jure - complete tabulation","Final figure, complete","2017","296935","2,3"
"Canada","2016","Rural","Female","Caribbean","Census - de jure - complete tabulation","Final figure, complete","2017","11110","2,3"
"Canada","2016","Rural","Female","British and French","Census - de jure - complete tabulation","Final figure, complete","2017","220875","2,3"
"Canada","2016","Rural","Female","Welsh","Census - de jure - complete tabulation","Final figure, complete","2017","46770","2,3"
"Canada","2016","Rural","Female","Malian","Census - de jure - complete tabulation","Final figure, complete","2017","55","2,3"
"China, Hong Kong SAR","2016","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2017","7336585","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","British","Census - de jure - complete tabulation","Final figure, complete","2017","35069","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2017","6768190","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Filipino","Census - de jure - complete tabulation","Final figure, complete","2017","186869","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Indian","Census - de jure - complete tabulation","Final figure, complete","2017","28777","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2017","159901","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Japanese","Census - de jure - complete tabulation","Final figure, complete","2017","10678","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","15234","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Thai","Census - de jure - complete tabulation","Final figure, complete","2017","11493","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","United States","Census - de jure - complete tabulation","Final figure, complete","2017","14749","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2017","82946","4,5"
"China, Hong Kong SAR","2016","Total","Both Sexes","Nepalese","Census - de jure - complete tabulation","Final figure, complete","2017","22679","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2017","3375362","4,5"
"China, Hong Kong SAR","2016","Total","Male","British","Census - de jure - complete tabulation","Final figure, complete","2017","21770","4,5"
"China, Hong Kong SAR","2016","Total","Male","Chinese","Census - de jure - complete tabulation","Final figure, complete","2017","3247340","4,5"
"China, Hong Kong SAR","2016","Total","Male","Filipino","Census - de jure - complete tabulation","Final figure, complete","2017","11168","4,5"
"China, Hong Kong SAR","2016","Total","Male","Indian","Census - de jure - complete tabulation","Final figure, complete","2017","13774","4,5"
"China, Hong Kong SAR","2016","Total","Male","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2017","2556","4,5"
"China, Hong Kong SAR","2016","Total","Male","Japanese","Census - de jure - complete tabulation","Final figure, complete","2017","5423","4,5"
"China, Hong Kong SAR","2016","Total","Male","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","8860","4,5"
"China, Hong Kong SAR","2016","Total","Male","Thai","Census - de jure - complete tabulation","Final figure, complete","2017","1471","4,5"
"China, Hong Kong SAR","2016","Total","Male","United States","Census - de jure - complete tabulation","Final figure, complete","2017","8554","4,5"
"China, Hong Kong SAR","2016","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2017","42837","4,5"
"China, Hong Kong SAR","2016","Total","Male","Nepalese","Census - de jure - complete tabulation","Final figure, complete","2017","11609","4,5"
"China, Hong Kong SAR","2016","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2017","3961223","4,5"
"China, Hong Kong SAR","2016","Total","Female","British","Census - de jure - complete tabulation","Final figure, complete","2017","13299","4,5"
"China, Hong Kong SAR","2016","Total","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2017","3520850","4,5"
"China, Hong Kong SAR","2016","Total","Female","Filipino","Census - de jure - complete tabulation","Final figure, complete","2017","175701","4,5"
"China, Hong Kong SAR","2016","Total","Female","Indian","Census - de jure - complete tabulation","Final figure, complete","2017","15003","4,5"
"China, Hong Kong SAR","2016","Total","Female","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2017","157345","4,5"
"China, Hong Kong SAR","2016","Total","Female","Japanese","Census - de jure - complete tabulation","Final figure, complete","2017","5255","4,5"
"China, Hong Kong SAR","2016","Total","Female","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","6374","4,5"
"China, Hong Kong SAR","2016","Total","Female","Thai","Census - de jure - complete tabulation","Final figure, complete","2017","10022","4,5"
"China, Hong Kong SAR","2016","Total","Female","United States","Census - de jure - complete tabulation","Final figure, complete","2017","6195","4,5"
"China, Hong Kong SAR","2016","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2017","40109","4,5"
"China, Hong Kong SAR","2016","Total","Female","Nepalese","Census - de jure - complete tabulation","Final figure, complete","2017","11070","4,5"
"China, Macao SAR","2016","Total","Both Sexes","Total","Sample survey - de jure","Final figure, complete","2017","650834","6"
"China, Macao SAR","2016","Total","Both Sexes","Chinese","Sample survey - de jure","Final figure, complete","2017","577107","6"
"China, Macao SAR","2016","Total","Both Sexes","Chinese and Portuguese","Sample survey - de jure","Final figure, complete","2017","3889","6"
"China, Macao SAR","2016","Total","Both Sexes","Portuguese","Sample survey - de jure","Final figure, complete","2017","6853","6"
"China, Macao SAR","2016","Total","Both Sexes","Other","Sample survey - de jure","Final figure, complete","2017","59998","6"
"China, Macao SAR","2016","Total","Both Sexes","Chinese and non-Portuguese","Sample survey - de jure","Final figure, complete","2017","2014","6"
"China, Macao SAR","2016","Total","Both Sexes","Portuguese and non-Chinese","Sample survey - de jure","Final figure, complete","2017","973","6"
"China, Macao SAR","2016","Total","Male","Total","Sample survey - de jure","Final figure, complete","2017","314018","6"
"China, Macao SAR","2016","Total","Male","Chinese","Sample survey - de jure","Final figure, complete","2017","284343","6"
"China, Macao SAR","2016","Total","Male","Chinese and Portuguese","Sample survey - de jure","Final figure, complete","2017","2079","6"
"China, Macao SAR","2016","Total","Male","Portuguese","Sample survey - de jure","Final figure, complete","2017","3517","6"
"China, Macao SAR","2016","Total","Male","Other","Sample survey - de jure","Final figure, complete","2017","22711","6"
"China, Macao SAR","2016","Total","Male","Chinese and non-Portuguese","Sample survey - de jure","Final figure, complete","2017","987","6"
"China, Macao SAR","2016","Total","Male","Portuguese and non-Chinese","Sample survey - de jure","Final figure, complete","2017","381","6"
"China, Macao SAR","2016","Total","Female","Total","Sample survey - de jure","Final figure, complete","2017","336816","6"
"China, Macao SAR","2016","Total","Female","Chinese","Sample survey - de jure","Final figure, complete","2017","292764","6"
"China, Macao SAR","2016","Total","Female","Chinese and Portuguese","Sample survey - de jure","Final figure, complete","2017","1810","6"
"China, Macao SAR","2016","Total","Female","Portuguese","Sample survey - de jure","Final figure, complete","2017","3336","6"
"China, Macao SAR","2016","Total","Female","Other","Sample survey - de jure","Final figure, complete","2017","37287","6"
"China, Macao SAR","2016","Total","Female","Chinese and non-Portuguese","Sample survey - de jure","Final figure, complete","2017","1027","6"
"China, Macao SAR","2016","Total","Female","Portuguese and non-Chinese","Sample survey - de jure","Final figure, complete","2017","592","6"
"Colombia","2018","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2020","44164417",""
"Colombia","2018","Total","Both Sexes","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","1905617",""
"Colombia","2018","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2020","38678341",""
"Colombia","2018","Total","Both Sexes","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","2950072",""
"Colombia","2018","Total","Both Sexes","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","6637",""
"Colombia","2018","Total","Both Sexes","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","25515",""
"Colombia","2018","Total","Both Sexes","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","2649",""
"Colombia","2018","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","595586",""
"Colombia","2018","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2020","21570493",""
"Colombia","2018","Total","Male","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","951215",""
"Colombia","2018","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2020","18833585",""
"Colombia","2018","Total","Male","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","1438179",""
"Colombia","2018","Total","Male","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","3347",""
"Colombia","2018","Total","Male","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","12609",""
"Colombia","2018","Total","Male","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","1365",""
"Colombia","2018","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","330193",""
"Colombia","2018","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2020","22593924",""
"Colombia","2018","Total","Female","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","954402",""
"Colombia","2018","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2020","19844756",""
"Colombia","2018","Total","Female","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","1511893",""
"Colombia","2018","Total","Female","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","3290",""
"Colombia","2018","Total","Female","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","12906",""
"Colombia","2018","Total","Female","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","1284",""
"Colombia","2018","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","265393",""
"Colombia","2018","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2020","34107027",""
"Colombia","2018","Urban","Both Sexes","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","400087",""
"Colombia","2018","Urban","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2020","31252067",""
"Colombia","2018","Urban","Both Sexes","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","1973520",""
"Colombia","2018","Urban","Both Sexes","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","3682",""
"Colombia","2018","Urban","Both Sexes","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","13545",""
"Colombia","2018","Urban","Both Sexes","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","2390",""
"Colombia","2018","Urban","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","461736",""
"Colombia","2018","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2020","16324552",""
"Colombia","2018","Urban","Male","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","191190",""
"Colombia","2018","Urban","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2020","14938289",""
"Colombia","2018","Urban","Male","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","940778",""
"Colombia","2018","Urban","Male","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","1861",""
"Colombia","2018","Urban","Male","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","6817",""
"Colombia","2018","Urban","Male","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","1220",""
"Colombia","2018","Urban","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","244397",""
"Colombia","2018","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2020","17782475",""
"Colombia","2018","Urban","Female","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","208897",""
"Colombia","2018","Urban","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2020","16313778",""
"Colombia","2018","Urban","Female","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","1032742",""
"Colombia","2018","Urban","Female","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","1821",""
"Colombia","2018","Urban","Female","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","6728",""
"Colombia","2018","Urban","Female","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","1170",""
"Colombia","2018","Urban","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","217339",""
"Colombia","2018","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2020","10057390",""
"Colombia","2018","Rural","Both Sexes","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","1505530",""
"Colombia","2018","Rural","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2020","7426274",""
"Colombia","2018","Rural","Both Sexes","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","976552",""
"Colombia","2018","Rural","Both Sexes","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","2955",""
"Colombia","2018","Rural","Both Sexes","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","11970",""
"Colombia","2018","Rural","Both Sexes","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","259",""
"Colombia","2018","Rural","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","133850",""
"Colombia","2018","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2020","5245941",""
"Colombia","2018","Rural","Male","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","760025",""
"Colombia","2018","Rural","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2020","3895296",""
"Colombia","2018","Rural","Male","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","497401",""
"Colombia","2018","Rural","Male","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","1486",""
"Colombia","2018","Rural","Male","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","5792",""
"Colombia","2018","Rural","Male","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","145",""
"Colombia","2018","Rural","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","85796",""
"Colombia","2018","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2020","4811449",""
"Colombia","2018","Rural","Female","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2020","745505",""
"Colombia","2018","Rural","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2020","3530978",""
"Colombia","2018","Rural","Female","Negro, mulato, afrocolombiano","Census - de jure - complete tabulation","Final figure, complete","2020","479151",""
"Colombia","2018","Rural","Female","Palenquero","Census - de jure - complete tabulation","Final figure, complete","2020","1469",""
"Colombia","2018","Rural","Female","Raizal de San Andrés y Providencia","Census - de jure - complete tabulation","Final figure, complete","2020","6178",""
"Colombia","2018","Rural","Female","Rom","Census - de jure - complete tabulation","Final figure, complete","2020","114",""
"Colombia","2018","Rural","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","48054",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2017","79926270",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","1583979",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","78166822",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","34532",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","14320",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","713",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2017","20844",""
"Iran (Islamic Republic of)","2016","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","105060",""
"Iran (Islamic Republic of)","2016","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2017","40498442",""
"Iran (Islamic Republic of)","2016","Total","Male","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","845267",""
"Iran (Islamic Republic of)","2016","Total","Male","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","39556422",""
"Iran (Islamic Republic of)","2016","Total","Male","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","19725",""
"Iran (Islamic Republic of)","2016","Total","Male","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","8327",""
"Iran (Islamic Republic of)","2016","Total","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","429",""
"Iran (Islamic Republic of)","2016","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2017","12161",""
"Iran (Islamic Republic of)","2016","Total","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","56111",""
"Iran (Islamic Republic of)","2016","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2017","39427828",""
"Iran (Islamic Republic of)","2016","Total","Female","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","738712",""
"Iran (Islamic Republic of)","2016","Total","Female","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","38610400",""
"Iran (Islamic Republic of)","2016","Total","Female","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","14807",""
"Iran (Islamic Republic of)","2016","Total","Female","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","5993",""
"Iran (Islamic Republic of)","2016","Total","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","284",""
"Iran (Islamic Republic of)","2016","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2017","8683",""
"Iran (Islamic Republic of)","2016","Total","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","48949",""
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2017","59146847","7"
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","1242332","7"
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","57761746","7"
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","31910","7"
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","11530","7"
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","674","7"
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2017","18476","7"
"Iran (Islamic Republic of)","2016","Urban","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","80179","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2017","29841414","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","656089","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","29106935","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","18208","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","6547","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","404","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2017","10655","7"
"Iran (Islamic Republic of)","2016","Urban","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","42576","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2017","29305433","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","586243","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","28654811","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","13702","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","4983","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","270","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2017","7821","7"
"Iran (Islamic Republic of)","2016","Urban","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","37603","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2017","20730625","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","340968","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","20357169","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","2621","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","2765","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","39","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2017","2365","7"
"Iran (Islamic Republic of)","2016","Rural","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","24698","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2017","10630549","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","188550","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","10423770","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","1516","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","1763","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","25","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2017","1504","7"
"Iran (Islamic Republic of)","2016","Rural","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","13421","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2017","10100076","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","152418","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","9933399","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","1105","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","1002","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","14","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2017","861","7"
"Iran (Islamic Republic of)","2016","Rural","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","11277","7"
"Isle of Man","2016","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2017","83314",""
"Isle of Man","2016","Total","Both Sexes","African","Census - de jure - complete tabulation","Final figure, complete","2017","470",""
"Isle of Man","2016","Total","Both Sexes","Asians","Census - de jure - complete tabulation","Final figure, complete","2017","715",""
"Isle of Man","2016","Total","Both Sexes","British","Census - de jure - complete tabulation","Final figure, complete","2017","77148",""
"Isle of Man","2016","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2017","178",""
"Isle of Man","2016","Total","Both Sexes","Caribbean","Census - de jure - complete tabulation","Final figure, complete","2017","12",""
"Isle of Man","2016","Total","Both Sexes","North American","Census - de jure - complete tabulation","Final figure, complete","2017","265",""
"Isle of Man","2016","Total","Both Sexes","Other European (EU)","Census - de jure - complete tabulation","Final figure, complete","2017","4184",""
"Isle of Man","2016","Total","Both Sexes","Other European (Non EU)","Census - de jure - complete tabulation","Final figure, complete","2017","175",""
"Isle of Man","2016","Total","Both Sexes","Middle Eastern","Census - de jure - complete tabulation","Final figure, complete","2017","77",""
"Isle of Man","2016","Total","Both Sexes","Central American","Census - de jure - complete tabulation","Final figure, complete","2017","31",""
"Isle of Man","2016","Total","Both Sexes","South American","Census - de jure - complete tabulation","Final figure, complete","2017","54",""
"Isle of Man","2016","Total","Both Sexes","Australasian","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2017","41269",""
"Isle of Man","2016","Total","Male","African","Census - de jure - complete tabulation","Final figure, complete","2017","235",""
"Isle of Man","2016","Total","Male","Asians","Census - de jure - complete tabulation","Final figure, complete","2017","273",""
"Isle of Man","2016","Total","Male","British","Census - de jure - complete tabulation","Final figure, complete","2017","38436",""
"Isle of Man","2016","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2017","91",""
"Isle of Man","2016","Total","Male","Caribbean","Census - de jure - complete tabulation","Final figure, complete","2017","6",""
"Isle of Man","2016","Total","Male","North American","Census - de jure - complete tabulation","Final figure, complete","2017","112",""
"Isle of Man","2016","Total","Male","Other European (EU)","Census - de jure - complete tabulation","Final figure, complete","2017","1968",""
"Isle of Man","2016","Total","Male","Other European (Non EU)","Census - de jure - complete tabulation","Final figure, complete","2017","72",""
"Isle of Man","2016","Total","Male","Middle Eastern","Census - de jure - complete tabulation","Final figure, complete","2017","44",""
"Isle of Man","2016","Total","Male","Central American","Census - de jure - complete tabulation","Final figure, complete","2017","10",""
"Isle of Man","2016","Total","Male","South American","Census - de jure - complete tabulation","Final figure, complete","2017","20",""
"Isle of Man","2016","Total","Male","Australasian","Census - de jure - complete tabulation","Final figure, complete","2017","2",""
"Isle of Man","2016","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2017","42045",""
"Isle of Man","2016","Total","Female","African","Census - de jure - complete tabulation","Final figure, complete","2017","235",""
"Isle of Man","2016","Total","Female","Asians","Census - de jure - complete tabulation","Final figure, complete","2017","442",""
"Isle of Man","2016","Total","Female","British","Census - de jure - complete tabulation","Final figure, complete","2017","38712",""
"Isle of Man","2016","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2017","87",""
"Isle of Man","2016","Total","Female","Caribbean","Census - de jure - complete tabulation","Final figure, complete","2017","6",""
"Isle of Man","2016","Total","Female","North American","Census - de jure - complete tabulation","Final figure, complete","2017","153",""
"Isle of Man","2016","Total","Female","Other European (EU)","Census - de jure - complete tabulation","Final figure, complete","2017","2216",""
